job_id/id;department_id/id;rank;lastname;firstname;lastname2;gender;identification_id;state
a1234-j0283;a1234-d069;солдат;ЖИЛІН;Геннадій;Артурович;male;2715657594;Field
a1234-j0284;a1234-d069;солдат;ОМЕЛЬЧАК;Валентин;Миронович;male;2854544321;Field
a1234-j0285;a1234-d070;лейтенант;АВЕР'ЯНОВ;Арнольд;Артурович;male;2565716943;Fugitive
a1234-j0286;a1234-d070;солдат;ПЕТРОВЕЦЬ;Марат;Тангаторович;male;1980440335;Field
a1234-j0287;a1234-d070;солдат;БАЛАНДА;Ігор;Намігович;male;2462864239;Field
a1234-j0288;a1234-d071;старший солдат;ГОНЧАР;Салават;Львович;male;1771039812;Trip
a1234-j0289;a1234-d071;солдат;ТОЛКАЧОВ;Назар;Вадимович;male;1770612667;Field
a1234-j0290;a1234-d071;солдат;КРЬОКА;Богдан;Михайлович;male;2201927460;Field
a1234-j0291;a1234-d071;солдат;ЗАСИПКІН;Андріан;Чеславович;male;2743989167;Field
a1234-j0292;a1234-d071;солдат;ГНАТЮК;Елшан;Валерійович;male;1969348600;Field
a1234-j0293;a1234-d071;солдат;ГРІБОВ;Лазар;Романович;male;2862330204;Field
a1234-j0294;a1234-d071;солдат;ФАНДЄЄВ;Геннадій;Мерабович;male;1475461364;Field
a1234-j0295;a1234-d071;солдат;БАБІЙ;Мирослав;Лутович;male;2715392082;Field
a1234-j0296;a1234-d071;солдат;ЗАКІЄВ;Дорін;Еркинович;male;2740521253;Hospital
a1234-j0297;a1234-d071;солдат;ШАНШАКОВ;Аркадій;В'ячеславович;male;2070750977;Field
a1234-j0298;a1234-d072;солдат;БАКУС;Микита;Борисович;male;2057186017;Field
a1234-j0299;a1234-d072;солдат;ПРОЛОМ;Генадій;Гурамович;male;2204547671;Field
a1234-j0300;a1234-d072;солдат;МИХАЙЛЮК;Федір;Ігоревич;male;2913303150;Field
a1234-j0301;a1234-d072;старший солдат;ГАНИЧ;Лазар;Рафік;male;2939482660;Hospital
a1234-j0302;a1234-d072;старший солдат;КОВАЛЬСЬКИЙ;Мурад;Зенонович;male;1533544705;Field
a1234-j0303;a1234-d072;солдат;ФІЛІППЕНКО;Павло;Олександрович;male;2732191406;Hospital
a1234-j0304;a1234-d072;солдат;БОКОВИЙ;Марк;Родіонович;male;2749154449;Field
a1234-j0305;a1234-d072;солдат;РЕВА;Федір;Євгенійович;male;2372532729;Field
a1234-j0306;a1234-d072;солдат;ЛАДИК;Вадим;Дмитрович;male;1605508468;Field
a1234-j0308;a1234-d073;старший солдат;ПАНЧИШИН;Іхтіяр;Владиславович;male;1583216077;Field
a1234-j0309;a1234-d073;солдат;МАН;Георгій;Вадимович;male;2468033592;Field
a1234-j0310;a1234-d073;солдат;МОРОЗ;Захар;Маргутович;male;2107336872;Hospital
a1234-j0312;a1234-d073;старший солдат;БЕЖЕНАРЬ;Фірад;Якович;male;2940979201;Field
a1234-j0313;a1234-d073;солдат;ГЕЛЕТІЙ;Ярослав;Андрійович;male;2175074356;Hospital
a1234-j0314;a1234-d073;солдат;ЧЕРНОВ;Тарас;Романович;male;1468745826;Field
a1234-j0315;a1234-d073;солдат;ПОЛНСЬКИЙ;Інокентій;Володимирович;male;2898435712;Field
a1234-j0316;a1234-d073;солдат;ЛІЛЕКОВ;Мурат;Родіонович;male;1394857948;Field
a1234-j0317;a1234-d073;солдат;ШВЕЦЬ;Тимур;Болеславович;male;2846222141;Field
a1234-j0319;a1234-d074;старший солдат;МАРЕЦЬКИЙ;Дамір;Резович;male;1959206768;Field
a1234-j0320;a1234-d074;солдат;ФЕДОРЧЕНКО;Альберт;Мирославович;male;2817853073;Field
a1234-j0321;a1234-d074;солдат;КРИВОНОС;Сергій;Зайірович;male;1231059576;Field
a1234-j0322;a1234-d074;солдат;КЛЕЙМЬОНОВ;Федор;Юсуфович;male;2776648701;Field
a1234-j0323;a1234-d074;солдат;БАНДРІВСЬКИЙ;Роман;Таіровіч;male;2059008375;Field
a1234-j0324;a1234-d074;солдат;ПЕРЕВОЗЧИКОВ;Тофік;Васильльович;male;1302033624;Field
a1234-j0325;a1234-d074;солдат;БІЛЕК;Арнольд;Зайірович;male;1783555267;Field
a1234-j0326;a1234-d074;солдат;ЛУТИЦЬКИЙ;Костянтин;Борисович;male;1575628025;Field
a1234-j0327;a1234-d074;солдат;ОСТРІЖНИЙ;Даніїл;Олексійович;male;2500087491;Hospital
