id,job_id/id,rank_id/id,last_name,first_name,middle_name,callsign,gender,identification_id,mobile_phone,birthday
1622176860,military_job.a1234-j0051,military_rank.rank_50,Степанченко,Леся,Валеріївна,Сокілка,female,1622176860,050 670 2844,1994-01-20
2083499551,military_job.a1234-j0052,military_rank.rank_50,Ковальчук,Валерія,Євгеніївна,Ластівка,female,2083499551,050 337 7160,1998-09-20
1835528762,military_job.a1234-j0053,military_rank.rank_190,Лисенко,Богдан,Вячеславович,Мечник,male,1835528762,050 879 1713,1981-01-23
2171846589,military_job.a1234-j0054,military_rank.rank_30,Левченко,Валентин,Романович,Верба,male,2171846589,066 215 8333,1984-11-20
2211173435,military_job.a1234-j0057,military_rank.rank_290,Лисенко,Роман,Віталійович,Гайдамак,male,2211173435,066 122 8351,1998-07-05
2027046310,military_job.a1234-j0058,military_rank.rank_190,Левченко,Григорій,Миколайович,Вогонь,male,2027046310,067 399 1605,1993-11-20
2697997947,military_job.a1234-j0059,military_rank.rank_250,Григоренко,Вадим,Сариєвич,Іскра,male,2697997947,066 166 1267,1992-10-16
2634485420,military_job.a1234-j0060,military_rank.rank_250,Лисенко,Юрій,Чариєвич,Чумацький,male,2634485420,066 536 8515,1997-02-26
2588137639,military_job.a1234-j0061,military_rank.rank_160,Лисенко,Віктор,Фарідович,Сміливець,male,2588137639,066 750 9872,1987-03-20
2000244035,military_job.a1234-j0064,military_rank.rank_190,Лисенко,Тарас,Чариєвич,Сонячний,male,2000244035,063 320 2716,1983-08-10
1304437846,military_job.a1234-j0065,military_rank.rank_10,Лисенко,Наталія,Петрівна,Ластівка,female,1304437846,066 460 0608,1979-11-05
1225986814,military_job.a1234-j0066,military_rank.rank_290,Шевчук,Аркадій,Олексндрович,Лунь,male,1225986814,050 293 1927,1992-01-28
1383968407,military_job.a1234-j0069,military_rank.rank_160,Мельничук,Марк,Святославович,Гайдамак,male,1383968407,063 623 1565,1985-12-18
1888430666,military_job.a1234-j0070,military_rank.rank_220,Яремчук,Ігор,Лутович,Сокіл-стрілець,male,1888430666,063 407 8479,1978-02-01
1516700371,military_job.a1234-j0070,military_rank.rank_290,Гончар,Ілля,Єфірович,Мечник,male,1516700371,066 201 8826,1982-03-05
1970102178,military_job.a1234-j0072,military_rank.rank_250,Левченко,Іхтіяр,Орестович,Лісник,male,1970102178,050 307 7551,1981-12-01
1312808757,military_job.a1234-j0074,military_rank.rank_300,Гладчук,Данил,Чариєвич,Ластівка,male,1312808757,066 545 8901,1982-02-27
2313966328,military_job.a1234-j0075,military_rank.rank_220,Гриценко,Михайло,Гінязович,Галицький,male,2313966328,066 737 2774,1995-04-04
1990042606,military_job.a1234-j0076,military_rank.rank_90,Жук,Данило,Йосипович,Криворіг,male,1990042606,066 652 7351,1996-01-07
1284350970,military_job.a1234-j0077,military_rank.rank_250,Михайленко,Вадим,Амангельдийович,Владика,male,1284350970,063 830 9236,1976-07-16
2916727696,military_job.a1234-j0079,military_rank.rank_50,Волошина,Надія,Вікторівна,Скорпіонка,female,2916727696,067 603 5778,1977-04-26
2539339971,military_job.a1234-j0080,military_rank.rank_250,Максимчук,Едуард,Рудольфович,Сокіл,male,2539339971,067 116 8079,1992-01-13
1954022911,military_job.a1234-j0081,military_rank.rank_160,Литвиненко,Орест,Олександрович,Лавр,male,1954022911,066 537 1061,1986-02-17
1085304974,military_job.a1234-j0082,military_rank.rank_70,Гриценко,Альберт,Тангаторович,Північний,male,1085304974,050 171 9461,1981-02-24
2434742248,military_job.a1234-j0083,military_rank.rank_70,Грицюк,Роман,Гурамович,Перун,male,2434742248,066 286 5614,1977-07-26
1159489135,military_job.a1234-j0084,military_rank.rank_30,Горбач,Нікіта,Євгенійович,Княгиня,male,1159489135,066 234 5409,1978-07-04
2186268204,military_job.a1234-j0084,military_rank.rank_30,Петренко,Ольга,Сергіївна,Мрія,female,2186268204,050 224 0287,1981-09-21
1222864038,military_job.a1234-j0086,military_rank.rank_120,Максименко,Аркадій,Шихалійович,Слава,male,1222864038,050 764 5332,1980-03-09
1645617989,military_job.a1234-j0087,military_rank.rank_50,Григоренко,Людмила,Григорівна,Орлянка,female,1645617989,063 474 2605,1980-01-17
1099693022,military_job.a1234-j0089,military_rank.rank_50,Левченко,Андрій,Зенонович,Підпоручик,male,1099693022,066 300 8603,1988-05-26
2119850246,military_job.a1234-j0090,military_rank.rank_30,Литвин,Дорін,Маргутович,Сонце,male,2119850246,067 751 4483,1993-04-15
1110830076,military_job.a1234-j0090,military_rank.rank_30,Лисенко,Федір,Леонідович,Ятрань,male,1110830076,066 744 4087,1982-07-07
2005210782,military_job.a1234-j0093,military_rank.rank_30,Михайльчук,Дмитрій,Романович,Ластівка,male,2005210782,066 646 2286,1983-05-06
2776507194,military_job.a1234-j0094,military_rank.rank_290,Лисак,Микита,Рафік,Мечник,male,2776507194,066 225 5688,1990-04-28
2390907340,military_job.a1234-j0096,military_rank.rank_160,Міщук,Олександр,Мерабович,Боровик,male,2390907340,066 955 8629,1981-01-30
1319072361,military_job.a1234-j0097,military_rank.rank_220,Лисенко,Микита,Рудольфович,Верба,male,1319072361,066 733 0419,1979-06-20
1842498869,military_job.a1234-j0098,military_rank.rank_110,Гончаров,Федот,Петрович,Сивий,male,1842498869,050 352 8340,1978-06-05
1026491684,military_job.a1234-j0099,military_rank.rank_80,Кузьміна,Надія,Сергіївна,Лісовичка,female,1026491684,066 571 9145,1999-07-06
1763637225,military_job.a1234-j0100,military_rank.rank_190,Литвиненко,Семен,Костнтинович,Карась,male,1763637225,066 835 1365,1979-02-01
2534678805,military_job.a1234-j0102,military_rank.rank_210,Мироненко,Владилен,Романвич,Лев,male,2534678805,067 921 6123,1981-09-10
1216725887,military_job.a1234-j0103,military_rank.rank_160,Литвин,Ігор,Родіонович,Зліт,male,1216725887,067 753 6082,1993-08-22
1558678221,military_job.a1234-j0104,military_rank.rank_250,Гончар,Ельхан,Миколайович,Орлик,male,1558678221,066 224 6527,1987-02-15
1596868647,military_job.a1234-j0105,military_rank.rank_160,Лисенко,Кузьма,Аркадійович,Дембельський,male,1596868647,066 653 7437,1996-03-27
1620737523,military_job.a1234-j0107,military_rank.rank_30,Онопрієнко,Яна,Олександрівна,Голубка,female,1620737523,063 715 9425,1995-04-26
2460554873,military_job.a1234-j0108,military_rank.rank_50,Яременко,Роксолана,Михайлівна,Вудка,female,2460554873,067 917 7358,1995-04-23
2324302152,military_job.a1234-j0109,military_rank.rank_30,Федоренко,Валентина,Олексіївна,Кобра,female,2324302152,066 235 9644,1977-08-05
1544330470,military_job.a1234-j0109,military_rank.rank_50,Олійник,Єлизавета,Петрівна,Полевиця,female,1544330470,067 736 8288,1987-12-19
1172558116,military_job.a1234-j0109,military_rank.rank_50,Захаренко,Нікіта,Якович,Кобзар,male,1172558116,067 593 1194,1980-07-15
2219934019,military_job.a1234-j0112,military_rank.rank_10,Кравченко,Людмила,Андріївна,Вовчиця,female,2219934019,063 222 3235,1990-06-14
2379274153,military_job.a1234-j0112,military_rank.rank_10,Приходько,Юлія,Юріївна,Молоточка,female,2379274153,067 505 0994,1990-11-12
2500169612,military_job.a1234-j0112,military_rank.rank_10,Яценко,Ноєм,В'ячеславівна,Скорпіонка,female,2500169612,050 150 7538,1986-09-08
1688641983,military_job.a1234-j0112,military_rank.rank_10,Гриценко,Дарʼя,Миколаївна,Тополька,female,1688641983,067 813 9267,1992-11-29
2630384360,military_job.a1234-j0112,military_rank.rank_10,Василенко,Дарʼя,Вадимівна,Вовчиця,female,2630384360,063 407 4657,1985-05-28
1303931400,military_job.a1234-j0117,military_rank.rank_290,Мельничук,Ігор,Іванович,Чумацький,male,1303931400,050 814 3808,1995-02-22
2638264261,military_job.a1234-j0118,military_rank.rank_250,Максимчук,Орест,Олександрович,Воїн,male,2638264261,050 692 2848,1984-08-24
1760337945,military_job.a1234-j0120,military_rank.rank_190,Литвин,Коста,Мірчевич,Мечник,male,1760337945,067 523 1782,1986-09-18
1713670037,military_job.a1234-j0122,military_rank.rank_70,Волошина,Світлана,Валентинівна,Полум'я,female,1713670037,067 910 7877,1984-10-10
1692604781,military_job.a1234-j0123,military_rank.rank_250,Литвиненко,Ігор,Чеславович,Дуб,male,1692604781,066 651 5535,1994-11-23
1380645507,military_job.a1234-j0124,military_rank.rank_250,Лисенко,Ростислав,Валерійович,Соколянський,male,1380645507,063 954 7511,1995-09-24
1064280661,military_job.a1234-j0125,military_rank.rank_220,Михайленко,Семен,Орестович,Криворіг,male,1064280661,050 101 0316,1999-11-26
2798967451,military_job.a1234-j0126,military_rank.rank_220,Лисенко,Михайло-Юрій,Станіславович,Соколянський,male,2798967451,063 103 0442,1991-01-11
1676107575,military_job.a1234-j0128,military_rank.rank_50,Білоус,Маргарита,Іванівна,Краплинка,female,1676107575,066 385 4431,1984-12-04
2583958126,military_job.a1234-j0129,military_rank.rank_220,Мироненко,Валентин,Федорович,Дубовий,male,2583958126,050 889 4074,1988-11-14
1090136176,military_job.a1234-j0131,military_rank.rank_50,Мороз,Сніжана,Леонідівна,Кобальт,female,1090136176,067 992 7275,1986-02-19
2054463166,military_job.a1234-j0132,military_rank.rank_50,Гаврилюк,Ганна,Вадимівна,Граната,female,2054463166,066 728 0414,1995-05-11
2877414065,military_job.a1234-j0134,military_rank.rank_150,Лисенко,Назарій,Данилович,Легіонер,male,2877414065,063 187 3891,1977-03-31
1671236893,military_job.a1234-j0136,military_rank.rank_290,Лисенко,Петро,Франкович,Командир,male,1671236893,066 682 1812,1984-05-08
2445582556,military_job.a1234-j0137,military_rank.rank_190,Приходько,Мурат,Зіновійович,Верба,male,2445582556,067 345 4964,1994-06-26
2395793157,military_job.a1234-j0138,military_rank.rank_220,Мироненко,Омелян,Онуфрійович,Лісник,male,2395793157,050 724 7032,1985-09-04
1546748489,military_job.a1234-j0140,military_rank.rank_250,Яремчук,Геннадій,Вікторович,Шаблія,male,1546748489,067 946 4642,1976-03-16
2199899410,military_job.a1234-j0141,military_rank.rank_250,Яременко,Семен,Владиславович,Дід,male,2199899410,066 320 0318,1987-09-11
1234827431,military_job.a1234-j0142,military_rank.rank_160,Лисенко,Інокентій,Арсенійович,Підполковник,male,1234827431,067 645 3666,1975-11-05
1321489265,military_job.a1234-j0144,military_rank.rank_250,Литвиненко,Володимир,Маркович,Легіонер,male,1321489265,067 353 5825,1978-03-12
1686689086,military_job.a1234-j0148,military_rank.rank_250,Лисенко,Костянтин,Єгорович,Весняний,male,1686689086,063 223 1176,1980-02-06
1536271426,military_job.a1234-j0149,military_rank.rank_250,Литвин,Назарій,Ігоревич,Перун,male,1536271426,067 680 7780,1992-06-10
1327024733,military_job.a1234-j0150,military_rank.rank_190,Литвиненко,Віктор,Володимирович,Княгиня,male,1327024733,050 121 4809,1997-06-11
2244693602,military_job.a1234-j0152,military_rank.rank_30,Михальчук,Єгор,Мхайлович,Княгиня,male,2244693602,066 541 8285,1997-02-28
1705972744,military_job.a1234-j0152,military_rank.rank_50,Павлюк,Сніжана,Володимирівна,Буря,female,1705972744,067 321 4921,1995-05-06
2528831107,military_job.a1234-j0155,military_rank.rank_190,Костенко,Вікторія,Валентинівна,Лісова ведмедиця,female,2528831107,050 645 9527,1995-11-16
1638191888,military_job.a1234-j0156,military_rank.rank_50,Ткаченко,Інна,Миколаївна,Танкістка,female,1638191888,067 350 4312,1982-04-15
1140811131,military_job.a1234-j0157,military_rank.rank_190,Михальчук,Сергій,Мхайлович,Дуб,male,1140811131,050 716 6462,1997-05-29
1857805304,military_job.a1234-j0158,military_rank.rank_150,Гриценко,Андріан,Денисович,Лісовий,male,1857805304,066 945 6351,1977-10-21
2993249283,military_job.a1234-j0159,military_rank.rank_50,Кобзар,Тетяна,Станіславівна,Перлина,female,2993249283,066 409 4662,1988-03-23
2693971101,military_job.a1234-j0161,military_rank.rank_250,Морозенко,Денис,Романвич,Верба,male,2693971101,067 640 9016,1977-06-19
2975131572,military_job.a1234-j0162,military_rank.rank_90,Литвин,Кузьма,Йосипович,Сонячний,male,2975131572,063 643 7365,1977-02-09
1401229277,military_job.a1234-j0164,military_rank.rank_250,Лисенко,Андрій,Мірчевич,Верховод,male,1401229277,066 320 8216,1980-02-13
1045313744,military_job.a1234-j0165,military_rank.rank_220,Мазур,Ельхан,Єфірович,Лісник,male,1045313744,066 851 2849,1982-10-22
1177466219,military_job.a1234-j0166,military_rank.rank_220,Шевчук,Ельхан,Даніельович,Гора,male,1177466219,050 553 9828,1996-08-18
1324255432,military_job.a1234-j0168,military_rank.rank_100,Максимчук,Гліб,Азатович,Ластівка,male,1324255432,063 604 9592,1978-12-09
2815623782,military_job.a1234-j0169,military_rank.rank_220,Лисенко,Яків,Адальбертович,Вогник,male,2815623782,066 421 5679,1996-09-28
1175312971,military_job.a1234-j0170,military_rank.rank_190,Яремчук,Дмитро,Янович,Вогонь,male,1175312971,063 710 4556,1979-01-27
1568174577,military_job.a1234-j0171,military_rank.rank_30,Лисак,Кирило,Адальбертович,Вогонь,male,1568174577,063 220 1939,1987-12-14
2387039943,military_job.a1234-j0175,military_rank.rank_220,Григоренко,Василь,Єгорович,Молодший,male,2387039943,063 567 5960,1979-02-07
1056781791,military_job.a1234-j0176,military_rank.rank_30,Рябенко,Павло,Євгенійович,Сокіл,male,1056781791,066 433 9319,1976-08-24
2143871804,military_job.a1234-j0177,military_rank.rank_220,Міщенко,Яків,Фролович,Сніг,male,2143871804,066 916 3937,1996-09-20
2881220143,military_job.a1234-j0179,military_rank.rank_160,Лисенко,Олег,Мірчевич,Карпати,male,2881220143,067 929 0161,1986-12-04
1946266401,military_job.a1234-j0180,military_rank.rank_160,Горбач,Степан,Гуммет огли,Жовтень,male,1946266401,066 482 4309,1984-06-25
2849313351,military_job.a1234-j0183,military_rank.rank_110,Яковенко,Федір,Вілінович,Богдан,male,2849313351,050 400 1343,1983-10-06
2885143926,military_job.a1234-j0185,military_rank.rank_150,Кобзар,Георгій,Зенонович,Лісник,male,2885143926,050 196 1063,1988-01-10
1700257334,military_job.a1234-j0186,military_rank.rank_80,Кравченко,Арсен,Нариманович,Полісся,male,1700257334,067 237 5572,1989-08-23
2764026670,military_job.a1234-j0188,military_rank.rank_30,Литвиненко,Іван,Зіновійович,Північний,male,2764026670,050 630 0655,1976-09-07
1379985180,military_job.a1234-j0190,military_rank.rank_160,Кузьмін,Шахін,Резович,Зліт,male,1379985180,050 671 9944,1978-04-11
2767976011,military_job.a1234-j0191,military_rank.rank_160,Грицюк,Олесь,Маргутович,Лев,male,2767976011,067 870 3588,1984-05-14
2626081119,military_job.a1234-j0192,military_rank.rank_70,Лисенко,Тарас,Костянтинович,Мечник,male,2626081119,063 655 3891,1988-06-09
1471158449,military_job.a1234-j0194,military_rank.rank_90,Лисенко,Умар,Львович,Барвінок,male,1471158449,063 914 8585,1975-08-21
1008585042,military_job.a1234-j0196,military_rank.rank_50,Мироненко,Семен,Шефкетович,Північний,male,1008585042,063 114 4368,1996-07-12
2401991503,military_job.a1234-j0198,military_rank.rank_30,Мельничук,Володимир,Зайірович,Підпоручик,male,2401991503,063 440 0268,1994-06-02
1158812002,military_job.a1234-j0200,military_rank.rank_50,Чорновіл,Мірча,Онуфрійович,Лісник,male,1158812002,050 767 9852,1994-07-15
1166272626,military_job.a1234-j0201,military_rank.rank_30,Гончар,Олексій,Любомирович,Мечник,male,1166272626,063 514 3653,1997-08-26
1439306703,military_job.a1234-j0202,military_rank.rank_30,Максимчук,Іслам,Чариєвич,Сокіл,male,1439306703,067 820 9951,1997-06-05
2328182949,military_job.a1234-j0203,military_rank.rank_50,Гриценко,Данил,Артурович,Гайдамак,male,2328182949,050 616 6107,1978-11-20
1747835473,military_job.a1234-j0204,military_rank.rank_50,Гриценко,Марат,Ількович,Сонячний,male,1747835473,066 640 3503,1990-06-23
1698631644,military_job.a1234-j0205,military_rank.rank_30,Михайленко,Салават,Наільович,Дніпро,male,1698631644,067 875 9963,1997-09-12
2233455189,military_job.a1234-j0206,military_rank.rank_30,Ткаченко,Олександр,Азатович,Княгиня,male,2233455189,066 265 8321,1996-03-17
2251727000,military_job.a1234-j0207,military_rank.rank_30,Шевчук,Сорін,Валентинович,Карпати,male,2251727000,067 294 9916,1983-02-06
1914049121,military_job.a1234-j0209,military_rank.rank_30,Григоренко,Кузьма,Гурамович,Гайдамак,male,1914049121,066 100 4741,1986-03-09
2768723314,military_job.a1234-j0210,military_rank.rank_30,Пінчук,Марат,Мухтаралійович,Молодший,male,2768723314,066 927 7018,1980-05-24
1559943847,military_job.a1234-j0211,military_rank.rank_30,Грицюк,Зайір,Євгенійович,Лісник,male,1559943847,050 664 9109,1980-12-27
1706347315,military_job.a1234-j0212,military_rank.rank_30,Литвин,Маіл,Тарасович,Корінь,male,1706347315,066 143 1590,1981-06-11
1243897273,military_job.a1234-j0213,military_rank.rank_70,Левченко,Валентин,Гаврилович,Козак,male,1243897273,066 502 7959,1990-06-11
2753911193,military_job.a1234-j0214,military_rank.rank_30,Ткаченко,Григорій,Рафік,Левада,male,2753911193,067 648 4241,1997-12-27
2961867163,military_job.a1234-j0215,military_rank.rank_50,Савченко,Олексій,Геннадійович,Сміливець,male,2961867163,066 408 4723,1986-08-24
2441974633,military_job.a1234-j0216,military_rank.rank_30,Білецький,Віталій,Валерійович,Сокіл,male,2441974633,063 765 2516,1999-05-13
2559736584,military_job.a1234-j0216,military_rank.rank_30,Гончар,Маіл,Павлович,Козак,male,2559736584,050 124 6951,1999-09-29
2603704651,military_job.a1234-j0218,military_rank.rank_30,Мельничук,Василь,Маргутович,Явір,male,2603704651,067 990 1262,1997-07-19
1767398454,military_job.a1234-j0219,military_rank.rank_30,Мельник,Арсен,Зіновійович,Жовтень,male,1767398454,063 247 2652,1979-05-25
2587043021,military_job.a1234-j0220,military_rank.rank_30,Павлюк,Роланд,Мухтаралійович,Дружинник,male,2587043021,050 913 8352,1983-07-10
2112686424,military_job.a1234-j0221,military_rank.rank_30,Левченко,Ростислав,Костянтинович,Лев,male,2112686424,067 374 7226,1986-02-25
1383968036,military_job.a1234-j0222,military_rank.rank_90,Мельник,Іван,Тофикович,Вогонь,male,1383968036,063 284 2391,1982-02-23
1909040387,military_job.a1234-j0225,military_rank.rank_30,Литвиненко,Михайло-Мар'ян,Мхайлович,Слава,male,1909040387,063 787 3346,1978-06-28
1063329010,military_job.a1234-j0226,military_rank.rank_70,Михальчук,Валентин,Борисович,Вернигора,male,1063329010,063 404 3043,1997-04-12
1399113619,military_job.a1234-j0226,military_rank.rank_30,Мироненко,Кузьма,Мірчевич,Вербовий,male,1399113619,066 994 1765,1995-12-09
1942936764,military_job.a1234-j0228,military_rank.rank_30,Лисенко,Владлен,Болеславович,Червоний,male,1942936764,066 331 9879,1984-10-04
2099196121,military_job.a1234-j0229,military_rank.rank_30,Лисенко,Вʼячеслав,Нариманович,Берізка,male,2099196121,050 442 2399,1984-12-02
1880459906,military_job.a1234-j0230,military_rank.rank_30,Жук,Кузьма,Георгійович,Вогник,male,1880459906,067 452 7819,1992-01-24
2994942482,military_job.a1234-j0231,military_rank.rank_30,Лисенко,Олег,Степанович,Горлиця,male,2994942482,050 495 0960,1975-01-12
2621924491,military_job.a1234-j0232,military_rank.rank_50,Черненко,Ігнат,Єгорович,Шляхтич,male,2621924491,066 177 8899,1989-09-11
1971327375,military_job.a1234-j0233,military_rank.rank_30,Литвиненко,Олег,Тарасович,Лісник,male,1971327375,067 726 3655,1996-07-28
2557927149,military_job.a1234-j0234,military_rank.rank_30,Михайленко,Тарас,Болеславович,Страж,male,2557927149,050 601 7772,1986-10-10
1520332389,military_job.a1234-j0235,military_rank.rank_30,Кононенко,Інал,Ілкович,Тінь,male,1520332389,066 893 5777,1989-03-13
1930515696,military_job.a1234-j0236,military_rank.rank_30,Максимчук,Альберт,Іванович,Княгиня,male,1930515696,067 291 5467,1989-01-14
1071703867,military_job.a1234-j0236,military_rank.rank_50,Шаповал,Арсен,Махмутович,Лісник,male,1071703867,067 271 8769,1982-11-01
1939747953,military_job.a1234-j0238,military_rank.rank_30,Максимчук,Енвер,Данеїлович,Відданець,male,1939747953,050 252 5460,1983-02-12
2508897678,military_job.a1234-j0239,military_rank.rank_30,Колесник,Марк,Станіславович,Чумацький,male,2508897678,050 560 1570,1979-06-16
1343441600,military_job.a1234-j0240,military_rank.rank_30,Литвиненко,Костянтин,Ярославович,Перунівець,male,1343441600,067 600 0763,1996-12-22
1133138424,military_job.a1234-j0241,military_rank.rank_30,Литвиненко,Елшан,Георгійович,Братство,male,1133138424,067 440 2138,1979-09-20
2275810410,military_job.a1234-j0243,military_rank.rank_70,Михайльчук,Фірад,Мірчевич,Сонце,male,2275810410,067 803 5909,1989-09-03
1080369912,military_job.a1234-j0244,military_rank.rank_30,Мельник,Омелян,Святославович,Славута,male,1080369912,063 313 8892,1992-12-03
2101779440,military_job.a1234-j0245,military_rank.rank_30,Левченко,Мурат,Яремович,Західний,male,2101779440,063 177 4156,1994-01-02
1873641834,military_job.a1234-j0246,military_rank.rank_50,Литвиненко,Олексій,Радувич,Княгиня,male,1873641834,050 526 8686,1975-03-07
2848662221,military_job.a1234-j0247,military_rank.rank_30,Литвиненко,Анатолій,Олегович,Вогонь,male,2848662221,067 372 2265,1988-06-11
2275749912,military_job.a1234-j0248,military_rank.rank_30,Костенко,Тарас,Адальбертович,Вернигора,male,2275749912,066 123 0937,1986-10-11
2932529191,military_job.a1234-j0249,military_rank.rank_30,Лисенко,Іродіон,Дарійович,Переможець,male,2932529191,050 171 3987,1995-01-03
2330789226,military_job.a1234-j0250,military_rank.rank_30,Михайленко,Дорін,Айигович,Гайдамак,male,2330789226,066 525 1589,1986-01-08
1644388088,military_job.a1234-j0250,military_rank.rank_30,Михайленко,Мурад,Махмутович,Підпоручик,male,1644388088,066 623 2003,1980-10-02
2010648948,military_job.a1234-j0252,military_rank.rank_30,Шевчук,Мікаель,Тофикович,Сокіл-мисливець,male,2010648948,066 354 4730,1977-07-17
2704995084,military_job.a1234-j0253,military_rank.rank_30,Литвиненко,Юрій,Радувич,Сивий,male,2704995084,050 871 7134,1989-12-09
2726756875,military_job.a1234-j0254,military_rank.rank_30,Михайленко,Єгор,Тарасович,Північний,male,2726756875,067 567 6189,1985-08-03
2829887392,military_job.a1234-j0255,military_rank.rank_30,Литвин,Олексій,Станіславович,Беркут,male,2829887392,063 543 0454,1983-05-09
