id;job_id/id;rank_id;last_name;first_name;middle_name;gender;identification_id;status;mobile;birthday
1587198126;military_job.a1234-j0025;майор;ПОКОТІЛОВ;Гуванч;Зайірович;male;1587198126;Field;0506665205;16.01.1996
1475880854;military_job.a1234-j0026;старший лейтенант;САЛАГОР;Євген;Ілкович;male;1475880854;Field;0507290137;05.06.1989
1433202703;military_job.a1234-j0028;майор;ПИЛИПЧУК;Альберт;Чеславович;male;1433202703;Trip;0505675813;04.09.1975
2133075065;military_job.a1234-j0029;майор;ЛОЗА;Марк;Єфірович;male;2133075065;Field;0509081138;06.08.1999
2148060734;military_job.a1234-j0030;капітан;ДЕМКОВИЧ;Зайір;Нариманович;male;2148060734;Field;0508586705;09.08.1999
1203595656;military_job.a1234-j0031;старший лейтенант;КУШНІРУК;Мар'ян;Фірудінович;male;1203595656;Field;0501594782;25.06.1982
1245119045;military_job.a1234-j0033;молодший лейтенант;ШУПЕНЬКО;Олесь;Юсуфович;male;1245119045;Vocation;0662570950;14.02.1983
1884105206;military_job.a1234-j0034;майор;МАЛЮТА;Антон;Федорович;male;1884105206;Field;0676414260;28.06.1998
1552414350;military_job.a1234-j0036;капітан;МУЛЯР;Петро;Віленович;male;1552414350;Field;0664461963;23.04.1982
2991536768;military_job.a1234-j0037;капітан;СМУСЕНОК;Ігор;Франкович;male;2991536768;Field;0503609448;05.09.1999
2190385684;military_job.a1234-j0038;лейтенант;РУБАН;Дмитро;Арсенійович;male;2190385684;Field;0632996987;14.03.1983
1535773390;military_job.a1234-j0039;старший лейтенант;МОРОЗОВ;Ян;Тарасович;male;1535773390;Field;0632774588;13.09.1994
2143868966;military_job.a1234-j0040;лейтенант;ЧМЕЛЮК;Назар;Веніамінович;male;2143868966;Field;0503200463;20.03.1991
2095479436;military_job.a1234-j0041;капітан;ЛОХВИЧ;Михайло;Вілінович;male;2095479436;Field;0509801038;26.11.1994
1713006919;military_job.a1234-j0042;молодший сержант;ЖУК;Андріан;Ярославович;male;1713006919;Field;0678245611;17.07.1983
2400334139;military_job.a1234-j0043;молодший лейтенант;САРАБ;Веніамін;Шефкетович;male;2400334139;Field;0505871610;29.02.1980
1250831112;military_job.a1234-j0045;солдат;БЕРЕЗА;Мурад;Леонідович;male;1250831112;Field;0665340572;07.01.1985
1061680847;military_job.a1234-j0046;майор;ЧАНЧИКОВ;Гліб;Йосифович;male;1061680847;Field;0639761421;21.10.1997
1338339650;military_job.a1234-j0047;капітан;МИНДРЕСКУ;Вʼячеслав;Мефодійович;male;1338339650;Field;0504583548;26.12.1980
2934451256;military_job.a1234-j0049;старший солдат;ГЕРШУН;Анастасія;Станіславівна;female;2934451256;Field;0631400973;12.02.1998
1876727449;military_job.a1234-j0050;молодший лейтенант;ЧЕРНЕНКО;Валентина;Юріївна;female;1876727449;Field;0663709834;23.08.1999
1646461816;military_job.a1234-j0051;старший солдат;КАШИРІНА;Катерина;Андріївна;female;1646461816;Field;0669481426;20.11.1976
2190430962;military_job.a1234-j0052;старший солдат;ЗГУРСЬКА;Наталія;Михайлівна;female;2190430962;Field;0635552777;07.10.1981
2097317890;military_job.a1234-j0053;старший лейтенант;ЛІСОВИЙ;Роланд;Ількович;male;2097317890;Field;0506217816;27.09.1975
2187958279;military_job.a1234-j0054;солдат;ГУЛА;Петро;Ількович;male;2187958279;Field;0673922482;05.09.1989
1174819218;military_job.a1234-j0057;підполковник;КУЗНЕЦОВ;Петро;Еугінєюсович;male;1174819218;Field;0676755104;23.05.1993
2444632775;military_job.a1234-j0058;старший лейтенант;ЛИТВИНЧУК;Борис;Веніамінович;male;2444632775;Trip;0504258221;11.04.1976
2629955490;military_job.a1234-j0059;майор;АНТОНОВСЬКИЙ;Володимир;Йосифович;male;2629955490;Field;0509162504;01.04.1995
2669527600;military_job.a1234-j0060;майор;СЛОМІНСЬКИЙ;Інал;Еугінєюсович;male;2669527600;Field;0679540078;03.09.1985
1236481671;military_job.a1234-j0061;лейтенант;КУЧЕРЯВИЙ;Федор;Мірчевич;male;1236481671;Field;0665891187;19.03.1978
2320754035;military_job.a1234-j0064;старший лейтенант;ГАПОНОВ;Ілля;Аркадійович;male;2320754035;Field;0664891101;25.12.1980
1053885065;military_job.a1234-j0065;працівник ЗСУ;МАКСИМОВИЧ;Олена;Миколаївна;female;1053885065;;0669330592;14.12.1977
2307523343;military_job.a1234-j0066;підполковник;ВОЛОДАРСЬКИЙ;Даніїл;Денисович;male;2307523343;Field;0665471617;02.05.1979
1109029287;military_job.a1234-j0069;лейтенант;ХОРТ;Мар'ян;Тарасович;male;1109029287;Field;0662794576;29.09.1986
1143690235;military_job.a1234-j0070;капітан;ШЛЬОНЧАК;Федот;Аббуль;male;1143690235;Field;0677748877;19.09.1990
2295535955;military_job.a1234-j0071;підполковник;ЗЕЛЕНЮК;Арсен;Фарідович;male;2295535955;Field;0669235901;02.11.1987
2954966003;military_job.a1234-j0072;майор;ОРІНІК;Расул;В'ячеславович;male;2954966003;Field;0672299673;02.04.1998
1988414696;military_job.a1234-j0074;полковник;ТАНЦЮРА;Сергій;Сергійович;male;1988414696;Field;0661092100;27.05.1990
1602344660;military_job.a1234-j0075;капітан;ЛУКАЧИНА;Леонід;Юліанович;male;1602344660;Field;0636298649;08.08.1988
2634724264;military_job.a1234-j0076;старший сержант;БЕЖЕНАРЬ;Веніамін;Яремович;male;2634724264;Field;0675860820;10.08.1996
1400305870;military_job.a1234-j0077;майор;НАСТЕНКО;Рустам;Леонідович;male;1400305870;Field;0509410612;05.10.1985
1896421430;military_job.a1234-j0079;старший солдат;ВАЩУК;Валерія;Юріївна;female;1896421430;Trip;0505278287;14.05.1988
1794357757;military_job.a1234-j0080;майор;ПОКОТІЛОВ;Марат;Чеславович;male;1794357757;Field;0669083329;30.07.1993
1733241536;military_job.a1234-j0081;лейтенант;ШАДИЄВ;Федор;Азерович;male;1733241536;Field;0676619841;18.09.1989
2574930984;military_job.a1234-j0082;молодший сержант;СВИСТУНОВ;Владислав;Тофикович;male;2574930984;Field;0674043220;07.02.1997
2809171817;military_job.a1234-j0083;молодший сержант;ГЕЛЕВЕРЯ;Марк;Намігович;male;2809171817;Field;0661902937;23.04.1981
1348220013;military_job.a1234-j0084;солдат;ФЕДУСЬКО;Радіон;Аббуль;male;1348220013;Field;0636795297;21.06.1986
1075685854;military_job.a1234-j0085;солдат;КОРОЛЬОВА;Яна;Вікторівна;female;1075685854;Field;0665030509;29.04.1978
1694104350;military_job.a1234-j0086;майстер-сержант;ВЕКЛЮК;Орест;Анатолійович;male;1694104350;Field;0663147492;17.03.1990
2700752181;military_job.a1234-j0087;старший солдат;СУРГАНОВА;Катерина;Юріївна;female;2700752181;Hospital;0664194560;10.02.1998
1008543169;military_job.a1234-j0089;старший солдат;ГУСАК;Василь-Сергій;Зенонович;male;1008543169;Field;0678559827;29.01.1977
2441946124;military_job.a1234-j0090;солдат;ЧАУС;Дмитрій;Чеславович;male;2441946124;Field;0661130616;22.07.1987
2418746787;military_job.a1234-j0091;солдат;ЧІЛІБІ;Сурен;Юліанович;male;2418746787;Vocation;0504615696;26.05.1983
1839773301;military_job.a1234-j0093;солдат;САЛІКОВ;Дамір;Остапович;male;1839773301;Field;0632549062;02.11.1982
2837180701;military_job.a1234-j0094;підполковник;РУТКОВЕЦЬКИЙ;Мар'ян;Олексндрович;male;2837180701;Field;0636943952;11.12.1987
2130874543;military_job.a1234-j0096;лейтенант;КУЗУБ;Андій;Ігоревич;male;2130874543;Field;0505657971;28.02.1987
2677984204;military_job.a1234-j0097;капітан;ГУЦУ;Назарій;Маргутович;male;2677984204;Field;0676165295;28.09.1989
2334070839;military_job.a1234-j0098;штаб-сержант;НИКОЛАЙЧУК;Інал;Манолійович;male;2334070839;Field;0639744113;17.10.1992
1824986273;military_job.a1234-j0099;сержант;ВЛАСЕНКО;Галина;Віталіївна;female;1824986273;Field;0661925208;15.06.1977
2614905457;military_job.a1234-j0100;старший лейтенант;АНДРЄЄВ;Інокентій;Борисович;male;2614905457;Field;0663140201;25.01.1995
2487749168;military_job.a1234-j0102;старший лейтенант медичної служби;ЦВЄТУС;Олексій;Мухтаралійович;male;2487749168;Field;0633443780;14.02.1990
1235808079;military_job.a1234-j0103;лейтенант;КАЛІНІЧЕНКО;Мар'ян;Борисович;male;1235808079;Field;0669300370;24.12.1979
1828071675;military_job.a1234-j0104;майор;БІЛОУСОВ;Віктор;Валентинович;male;1828071675;Field;0631615711;01.08.1992
1256437459;military_job.a1234-j0105;лейтенант;ЛІСОГУРСЬКИЙ;Федор;Сергійович;male;1256437459;Field;0509978443;01.03.1997
2672932951;military_job.a1234-j0107;солдат;МЕЛЬНИКОВА;Світлана;Юріївна;female;2672932951;Field;0664583876;26.10.1980
2630314982;military_job.a1234-j0108;старший солдат;МАЛЬЦЕВА;Кристина;Вікторівна;female;2630314982;Field;0663403062;20.04.1989
1060201196;military_job.a1234-j0109;солдат;БІЛОУСОВА;Галина;Анатоліївна;female;1060201196;Field;0503799342;24.04.1976
2940024059;military_job.a1234-j0110;старший солдат;ЄВТУШЕНКО;Людмила;Віталіївна;female;2940024059;Field;0661830189;17.04.1988
2756074283;military_job.a1234-j0111;старший солдат;ШВЕЦЬ;Остап;Русланович;male;2756074283;Field;0677962582;11.01.1980
1977200183;military_job.a1234-j0112;працівник ЗСУ;КОРОТЄЄВА;Галина;Василівна;female;1977200183;;0507954208;31.01.1998
1981730757;military_job.a1234-j0113;працівник ЗСУ;БУЛАВА;Світлана;Сергіївна;female;1981730757;;0667067122;31.03.1982
2663299540;military_job.a1234-j0114;працівник ЗСУ;НІКОЛАЄВА;Юлія;Юріївна;female;2663299540;;0636824431;13.03.1976
1614020395;military_job.a1234-j0115;працівник ЗСУ;БОРИСЕНКО;Лілія;Миколаївна;female;1614020395;;0671610002;16.09.1985
1886356029;military_job.a1234-j0116;працівник ЗСУ;МЕЛЬНИКОВА;Надія;Леонідівна;female;1886356029;;0636846584;17.04.1986
2478019638;military_job.a1234-j0117;підполковник;РУКАВИЦИН;Валерій;Манолійович;male;2478019638;Field;0503836918;02.02.1985
2584353334;military_job.a1234-j0118;майор;ЛАХМАНЮК;Артур;Гурамович;male;2584353334;Field;0631666803;14.04.1980
1959517993;military_job.a1234-j0120;старший лейтенант;МАРТИНЕНКО;Нікіта;Аркадійович;male;1959517993;Field;0639678976;18.09.1977
1849831227;military_job.a1234-j0122;молодший сержант;ГІРНЯК;Даяна;Григорівна;female;1849831227;Field;0669380232;29.04.1975
1079361043;military_job.a1234-j0123;майор;НЕДВІГА;Яків;Богданович;male;1079361043;Field;0662466732;17.08.1982
2121971424;military_job.a1234-j0124;майор;ТАРШИНОВ;Веніамін;Єгорович;male;2121971424;Field;0678699231;28.01.1979
2614501971;military_job.a1234-j0125;капітан;НЕЧАЙ;Богдан;Ілкович;male;2614501971;Field;0665358893;24.10.1977
1484128273;military_job.a1234-j0126;капітан;КОСТЮК;Кирил;Адальбертович;male;1484128273;Field;0666039067;25.03.1989
2439118462;military_job.a1234-j0128;старший солдат;ЄРМОЛЬЧЕНКО;Надія;Василівна;female;2439118462;Vocation;0639193183;29.04.1989
1670290197;military_job.a1234-j0129;капітан;ЮРКІВ;Назар;Наільович;male;1670290197;Field;0635375567;15.07.1988
1566937932;military_job.a1234-j0131;старший солдат;РАЙЧЕНКО;Ганна;Володимирівна;female;1566937932;Field;0676608858;11.05.1988
1380610521;military_job.a1234-j0132;старший солдат;ГАВРИЛЕНКО;Лариса;Іванівна;female;1380610521;Field;0633959215;28.08.1992
1230818122;military_job.a1234-j0134;молодший лейтенант;МІНЧИН;Ельхан;Олегович;male;1230818122;Hospital;0665288469;19.08.1978
2062628125;military_job.a1234-j0136;підполковник;ЯЛОВСЬКИЙ;Забар;Радувич;male;2062628125;Field;0674166962;20.08.1979
1289509524;military_job.a1234-j0137;старший лейтенант;ПАЦУЛА;Валентин;Ростиславович;male;1289509524;Field;0661762425;21.07.1977
1697061521;military_job.a1234-j0138;капітан;ЖЕГЛОВ;Інал;Остапович;male;1697061521;Field;0634459951;30.05.1998
1825457216;military_job.a1234-j0140;майор;МУХА;Веніамін;Ісабал огли;male;1825457216;Field;0664580770;15.05.1998
2062512223;military_job.a1234-j0141;майор;КУРЧАНОВ;Фірад;Степанович;male;2062512223;Field;0663398394;13.07.1981
1953328456;military_job.a1234-j0142;лейтенант;ПОСТОЄНКО;Яків;Гарійович;male;1953328456;Field;0675902703;05.11.1977
1064917503;military_job.a1234-j0144;майор;ШПИКУЛЯК;Петро;Тимофійович;male;1064917503;Field;0669456855;30.09.1993
1144387640;military_job.a1234-j0148;майор;ВЕРТІЙ;Сурен;Леонідович;male;1144387640;Field;0669066655;23.09.1989
2991929904;military_job.a1234-j0149;майор;ПОЧЕКАЙЛО;Геннадій;Владиславович;male;2991929904;Field;0672487145;20.12.1981
1531168931;military_job.a1234-j0150;старший лейтенант;ПЕРЕВЄРЗЄВ;Владислав;Єфірович;male;1531168931;Field;0639597433;24.03.1980
2390811252;military_job.a1234-j0152;солдат;ПРОЦЕНКО;Юрій;Тангаторович;male;2390811252;Field;0675079393;22.01.1996
1398961106;military_job.a1234-j0153;старший солдат;ТИТАРЕНКО;Світлана;Миколаївна;female;1398961106;Field;0634611415;04.01.1983
1500499444;military_job.a1234-j0155;старший лейтенант;НЕТИМЕНКО;Ілона;Вадимівна;female;1500499444;Field;0671206082;20.03.1980
1625318967;military_job.a1234-j0156;старший солдат;КОРОБКА;Анна;Борисівна;female;1625318967;Field;0675432258;05.10.1985
1915558137;military_job.a1234-j0157;старший лейтенант;ЛЕВ;Олександр;Володимирович;male;1915558137;Trip;0663772997;03.03.1996
2295090240;military_job.a1234-j0158;молодший лейтенант;САЧОК;Данило;Семенович;male;2295090240;Field;0665254216;20.08.1983
1325559096;military_job.a1234-j0159;старший солдат;ГНЕЗЮК;Маргарита;Анатоліївна;female;1325559096;Field;0505255397;02.12.1983
1081688674;military_job.a1234-j0161;майор;ЛАНОВИЙ;Гуванч;Костнтинович;male;1081688674;Field;0504685866;01.01.1989
1482648629;military_job.a1234-j0162;старший сержант;БОНДАРЕНКО;Владлен;Гуммет огли;male;1482648629;Field;0501343663;10.04.1984
1487080221;military_job.a1234-j0164;майор;ВЕЧЕРКО;Елшан;Даніельович;male;1487080221;Vocation;0673498969;20.04.1975
1539472501;military_job.a1234-j0165;капітан;ПЕТРІВ;Шахін;Микитович;male;1539472501;Field;0632385891;01.03.1975
2941873370;military_job.a1234-j0166;капітан;АХТЯМОВ;Данило;Гінязович;male;2941873370;Field;0665244359;22.01.1997
2699724224;military_job.a1234-j0168;головний сержант;РУДАКОВ;Данил;Опанасович;male;2699724224;Field;0662320987;30.03.1977
1141024677;military_job.a1234-j0169;капітан;РАЧКОВСЬКИЙ;Інал;Адальбертович;male;1141024677;Field;0664848364;14.06.1984
1032840002;military_job.a1234-j0170;старший лейтенант;ТОЛМАЧОВ;Веніамін;Владиславович;male;1032840002;Vocation;0636111942;21.11.1978
2398890124;military_job.a1234-j0171;солдат;ХОМЧУК;Ростислав;Гаврилович;male;2398890124;Field;0664760604;04.12.1999
2414565371;military_job.a1234-j0175;капітан;ШУМЕЙКО;Арсен;Валентинович;male;2414565371;Field;0671367869;18.03.1975
1046003148;military_job.a1234-j0176;солдат;КУХАРСЬКИЙ;Ельхан;Романович;male;1046003148;Field;0663568696;12.06.1989
2882220844;military_job.a1234-j0177;капітан;НІКУЛІН;Дмитро;Амангельдийович;male;2882220844;Field;0669253942;06.09.1999
2040709468;military_job.a1234-j0179;лейтенант;БУЧИНСЬКИЙ;Рустам;Валентинович;male;2040709468;Vocation;0505139211;02.12.1982
1511106610;military_job.a1234-j0180;лейтенант;ВАСІЛЬЄВ;Зайір;Радувич;male;1511106610;Field;0633445704;22.10.1991
1651913246;military_job.a1234-j0183;штаб-сержант;ВАКАЛ;Данило;Махмутович;male;1651913246;Field;0665412565;24.09.1992
1451096016;military_job.a1234-j0185;молодший лейтенант;РОГОЗОВ;Забар;Абдулфат огли;male;1451096016;Field;0639098758;11.06.1986
2091284209;military_job.a1234-j0186;сержант;НАГОРНИЙ;Тарас;Нуманжонович;male;2091284209;Field;0504502056;27.10.1981
2665833369;military_job.a1234-j0188;солдат;ЧУЛКОВ;Олег;Едуардович;male;2665833369;Vocation;0637787810;05.10.1992
2140683284;military_job.a1234-j0190;лейтенант;ГАГЕЧКО;Коста;Яремович;male;2140683284;Field;0669190076;29.05.1996
2677498022;military_job.a1234-j0191;лейтенант;МАТВІЄНКО;Мар'ян;Маркович;male;2677498022;Field;0678277424;24.05.1983
1473866411;military_job.a1234-j0192;молодший сержант;ІВАЩЕНКО;Інокентій;Романвич;male;1473866411;Field;0509288344;08.11.1978
1664383189;military_job.a1234-j0194;старший сержант;МИРОНЕНКО;Святослав;Олександрович;male;1664383189;Field;0664106562;08.08.1991
2306249282;military_job.a1234-j0196;старший солдат;СІРОШ;Олександр;Костянтинович;male;2306249282;Field;0503857958;01.04.1988
2254817018;military_job.a1234-j0198;солдат;МАКСИМИШИН;Святослав;Афанасійович;male;2254817018;Field;0509008657;22.11.1984
2530799097;military_job.a1234-j0200;старший солдат;ГОВ'ЯК;Нікіта;Олександрович;male;2530799097;Field;0666778953;07.01.1976
2828316694;military_job.a1234-j0201;солдат;КИСТРУГА;Сурен;Мар'янович;male;2828316694;Field;0508941771;05.03.1981
1185906533;military_job.a1234-j0202;солдат;СЕМЕН;Роланд;Євстахійович;male;1185906533;Field;0504629475;09.12.1993
1898434520;military_job.a1234-j0203;старший солдат;ГОЛУБЕНКО;Георгій;Гінязович;male;1898434520;Field;0507779436;10.03.1995
1353216194;military_job.a1234-j0204;старший солдат;БОГОСЛАВ;Валентин;Фарідович;male;1353216194;Hospital;0507950183;04.04.1988
2727335509;military_job.a1234-j0205;солдат;ДРОНЬ;Назар;Сариєвич;male;2727335509;Field;0637662097;07.07.1975
2006133850;military_job.a1234-j0206;солдат;НІКІТЕНКО;Радіон;Тангаторович;male;2006133850;Field;0672021750;16.06.1992
1494188035;military_job.a1234-j0208;солдат;ДУМІНІКА;Ілля;Шефкетович;male;1494188035;Field;0669688726;24.12.1985
1391406542;military_job.a1234-j0209;солдат;СУХОРУКОВ;Герман;Олександрович;male;1391406542;Hospital;0674691305;20.12.1985
2475289307;military_job.a1234-j0210;солдат;ХАРЧЕНКО;Мірча;Аркадійович;male;2475289307;Field;0638075458;12.07.1989
1900200982;military_job.a1234-j0211;солдат;ЛУКАЧИНА;Андріан;Зіновійович;male;1900200982;Hospital;0633813595;19.11.1998
2655851278;military_job.a1234-j0212;солдат;ПУЧКОВ;Валентин;Рудольфович;male;2655851278;Field;0503766943;13.04.1982
2299135919;military_job.a1234-j0213;молодший сержант;РЯБЧЕНКО;Ярослав;Мхайлович;male;2299135919;Field;0632433033;14.08.1977
2721651139;military_job.a1234-j0214;солдат;ЧЕРНИШ;Євген;Онуфрійович;male;2721651139;Field;0671834338;15.03.1994
1318192502;military_job.a1234-j0215;старший солдат;ЛАТВІНУС;Іродіон;Йосифович;male;1318192502;Vocation;0501429335;11.10.1999
1551873817;military_job.a1234-j0216;солдат;САЄНКО;Володимир;Азатович;male;1551873817;Field;0506035534;07.10.1981
1527118932;military_job.a1234-j0217;солдат;ШАРАПА;Ігор;Станіславович;male;1527118932;Field;0635984895;13.04.1983
2438116499;military_job.a1234-j0218;солдат;КОСТІНСЬКИЙ;Маіл;Йосифович;male;2438116499;Hospital;0663942588;19.12.1979
2797453601;military_job.a1234-j0219;солдат;ЦВЄТКОВ;Василь-Сергій;Гаврилович;male;2797453601;Field;0678826244;20.07.1996
1012481480;military_job.a1234-j0220;солдат;КИРИЛЕНКО;Ілля;Тарієлович;male;1012481480;Field;0662260694;15.04.1997
1130694341;military_job.a1234-j0221;солдат;НЕЧАЙ;Дамір;Федорович;male;1130694341;Field;0665732327;08.03.1979
1548993379;military_job.a1234-j0222;старший сержант;ФЕДЧУН;Орест;Зіновійович;male;1548993379;Field;0637722189;26.05.1986
2671357508;military_job.a1234-j0225;солдат;ЧЕРНЯВСЬКИЙ;Ельхан;Рафік;male;2671357508;Hospital;0502788358;17.06.1982
2301881952;military_job.a1234-j0226;молодший сержант;МАТВІЙЧУК;Іхтіяр;Володимирович;male;2301881952;Field;0672505442;04.01.1989
1723986700;military_job.a1234-j0227;солдат;ЮЖИК;Захар;Маркович;male;1723986700;Hospital;0673974715;24.07.1993
2541236614;military_job.a1234-j0228;солдат;ОХОТНИКОВ;Сергій;Маратович;male;2541236614;Field;0677886266;16.09.1979
2100271053;military_job.a1234-j0229;солдат;БУЛГАКОВ;Віталій;Бандали огли;male;2100271053;Hospital;0679771319;21.01.1984
1476065874;military_job.a1234-j0230;солдат;ПОЛЯКОВ;Павло;Ростиславович;male;1476065874;Field;0661554789;30.12.1976
1090622653;military_job.a1234-j0231;солдат;МАКОГОН;Арсен;Семенович;male;1090622653;Hospital;0503203999;09.03.1987
1345617609;military_job.a1234-j0232;старший солдат;ШИШАЄВ;Захар;Родіонович;male;1345617609;Field;0504873391;04.10.1981
1711737416;military_job.a1234-j0233;солдат;ОЧЕРЕДНЮК;Денис;Франкович;male;1711737416;Field;0503726694;10.03.1998
2582589985;military_job.a1234-j0234;солдат;ДЕНИСОВ;Борис;Ігоревич;male;2582589985;Field;0676399291;02.12.1984
1811467646;military_job.a1234-j0235;солдат;ЄЛЕЦЬКИЙ;Антон;Олексійович;male;1811467646;Field;0675644957;18.10.1989
1579655096;military_job.a1234-j0236;солдат;НАГОРНЯК;Дорін;Германович;male;1579655096;Field;0668373947;24.01.1987
1623215120;military_job.a1234-j0237;старший солдат;ШЕВЧУК;Роман;Данеїлович;male;1623215120;Field;0677676614;23.07.1982
2000229128;military_job.a1234-j0238;солдат;НАРБЄКОВ;Веніамін;Артурович;male;2000229128;Field;0672731904;28.09.1978
2184063606;military_job.a1234-j0239;солдат;ПИЛЬНИК;Вʼячеслав;Євгенович;male;2184063606;Field;0639068258;24.02.1988
1790892004;military_job.a1234-j0240;солдат;ВОЛОВИК;Герман;Айигович;male;1790892004;Field;0632484470;05.04.1977
2214365824;military_job.a1234-j0241;солдат;КІПРОВ;Іродіон;Болеславович;male;2214365824;Hospital;0636808609;24.03.1990
1070992330;military_job.a1234-j0243;молодший сержант;ПЕНЬКОВ;Владилен;Махмутович;male;1070992330;Hospital;0633176327;09.09.1992
1237850046;military_job.a1234-j0244;солдат;СТЕПАНИШИН;Енвер;Франкович;male;1237850046;Field;0672420297;19.08.1999
1036873767;military_job.a1234-j0245;солдат;ШВОРАК;Сорін;Денисович;male;1036873767;Field;0502618995;09.01.1982
2116528739;military_job.a1234-j0246;старший солдат;ЧЕЧКО;Веніамін;Зіновійович;male;2116528739;Field;0664633627;15.01.1984
1875739916;military_job.a1234-j0247;солдат;ГРІЄР;Андріан;Аркадійович;male;1875739916;Field;0634797462;21.01.1991
2652594818;military_job.a1234-j0248;солдат;БУРНІС;Андій;Франкович;male;2652594818;Hospital;0635500605;09.06.1995
2197371744;military_job.a1234-j0249;солдат;ЧАЛЕНКО;Євгеній;Афанасійович;male;2197371744;Field;0669826868;15.10.1992
1944100101;military_job.a1234-j0250;солдат;ТИСЛО;Ельхан;Тихонович;male;1944100101;Hospital;0676518515;11.12.1975
2210588361;military_job.a1234-j0251;солдат;ЗУБРИЦЬКИЙ;Омелян;Семенович;male;2210588361;Field;0669725022;23.09.1990
2168250312;military_job.a1234-j0252;солдат;КОНОВАЛЬЧУК;Антон;Андрійович;male;2168250312;Field;0664886639;23.03.1993
2577454721;military_job.a1234-j0253;солдат;ЖГУТА;Альберт;Амангельдийович;male;2577454721;Hospital;0668184744;02.11.1983
1999353470;military_job.a1234-j0254;солдат;ХВАСТОВ;Станіслав;Данеїлович;male;1999353470;Field;0672434211;15.06.1984
2559060803;military_job.a1234-j0255;солдат;ПОЛЄВ;Євгеній;Євстахійович;male;2559060803;Field;0662779275;30.05.1987
2193549404;military_job.a1234-j0256;солдат;СЛОБОДЕНЮК;Роланд;Костянтинович;male;2193549404;Hospital;0663786324;23.11.1982
2576077934;military_job.a1234-j0257;солдат;ШАДІЯРОВ;Герман;Чариєвич;male;2576077934;Field;0669748246;29.11.1982
2451595989;military_job.a1234-j0258;солдат;СКРИПКА;Гліб;Сергійович;male;2451595989;Field;0507524524;23.06.1983
2873087690;military_job.a1234-j0259;старший солдат;ШВИДКИЙ;Захар;Олексндрович;male;2873087690;Hospital;0637729571;02.10.1984
2325692522;military_job.a1234-j0260;солдат;СТОЛЯРЧУК;Яків;Афанасійович;male;2325692522;Hospital;0669486508;17.05.1999
2784213360;military_job.a1234-j0261;солдат;ОМЕЛЬЧАК;Даніїл;Вадимович;male;2784213360;Field;0661553176;04.10.1998
2147375516;military_job.a1234-j0262;солдат;ЖАЙВОРОН;Данил;Ярославович;male;2147375516;Field;0677857154;26.10.1975
2912845883;military_job.a1234-j0263;солдат;АНТОНОВ;Расул;Еркинович;male;2912845883;Hospital;0662802200;13.12.1995
2651959724;military_job.a1234-j0264;солдат;ПРИМИЧ;Дорін;Максимович;male;2651959724;Field;0501811422;06.09.1990
1867051803;military_job.a1234-j0265;солдат;ГАЛЬЧИНСЬКИЙ;Дамір;Ілліч;male;1867051803;Field;0671583247;14.06.1997
1894376535;military_job.a1234-j0266;солдат;МАЛАХНО;Дорін;Веніамінович;male;1894376535;Field;0503433453;03.10.1987
