id;job_id/id;department_id/id;rank;name;lastname;firstname;middlename;gender;identification_id;mobile_phone;state;birthday
1660883761;a1234-j0050;a1234-d016;молодший лейтенант;МОТОВИЛОВЕЦЬ Ганна Володимирівна;МОТОВИЛОВЕЦЬ;Ганна;Володимирівна;female;1660883761;+380501342632;Field;30.05.1989
1229435290;a1234-j0051;a1234-d016;старший солдат;ЗГУРСЬКА Ілона Віталіївна;ЗГУРСЬКА;Ілона;Віталіївна;female;1229435290;+380675704423;Field;18.10.1983
2825747466;a1234-j0052;a1234-d016;старший солдат;КРАВЧЕНКО Маргарита Станіславівна;КРАВЧЕНКО;Маргарита;Станіславівна;female;2825747466;+380672655971;Field;26.08.1995
2500607105;a1234-j0053;a1234-d017;старший лейтенант;ШПАРЬОВ Сурен Сариєвич;ШПАРЬОВ;Сурен;Сариєвич;male;2500607105;+380507639605;Field;22.05.1982
1321627022;a1234-j0054;a1234-d017;солдат;АХТЯМОВ Михайло-Юрій Джемалович;АХТЯМОВ;Михайло-Юрій;Джемалович;male;1321627022;+380638749421;Field;10.06.1988
1596023869;a1234-j0057;a1234-d019;підполковник;ПЕТЛЕВИЙ Елшан Едуардович;ПЕТЛЕВИЙ;Елшан;Едуардович;male;1596023869;+380664487439;Field;13.12.1978
1798344211;a1234-j0058;a1234-d019;старший лейтенант;МАКАРЕНКО Кирил Азатович;МАКАРЕНКО;Кирил;Азатович;male;1798344211;+380677248396;Trip;15.01.1998
2877211721;a1234-j0059;a1234-d020;майор;АКБЕРОВ Мурат Русланович;АКБЕРОВ;Мурат;Русланович;male;2877211721;+380669696813;Field;02.10.1993
2162911288;a1234-j0060;a1234-d020;майор;НИЗИК Рустам Данилович;НИЗИК;Рустам;Данилович;male;2162911288;+380665314168;Field;24.11.1981
2897301529;a1234-j0061;a1234-d020;лейтенант;СКУБКО Святослав Гарійович;СКУБКО;Святослав;Гарійович;male;2897301529;+380509320178;Field;20.11.1984
2710906810;a1234-j0061;a1234-d020;старший лейтенант;ТОМЕНКО Мар'ян Чеславович;ТОМЕНКО;Мар'ян;Чеславович;male;2710906810;+380634554886;Field;08.11.1981
2838512510;a1234-j0065;a1234-d020;працівник ЗСУ;ЛИХМАН Кристина Вікторівна;ЛИХМАН;Кристина;Вікторівна;female;2838512510;+380509538002;Field;29.10.1980
2941465789;a1234-j0066;a1234-d021;підполковник;ЛОМТАТІДЗЕ Дамір Даніельович;ЛОМТАТІДЗЕ;Дамір;Даніельович;male;2941465789;+380502891449;Field;09.02.1977
1378780845;a1234-j0069;a1234-d021;лейтенант;ТИЩУК Богдан Антатолійович;ТИЩУК;Богдан;Антатолійович;male;1378780845;+380639359092;Field;11.01.1999
2931949207;a1234-j0070;a1234-d021;капітан;СУСЄЛЄВ Аркадій Зіновійович;СУСЄЛЄВ;Аркадій;Зіновійович;male;2931949207;+380674021140;Field;06.09.1993
1159467011;a1234-j0070;a1234-d021;підполковник;ПОНОМАРЕНКО Тофік Валерійович;ПОНОМАРЕНКО;Тофік;Валерійович;male;1159467011;+380504773759;Field;30.09.1993
2430749990;a1234-j0072;a1234-d022;майор;КРИЖОВ Віталій Йосипович;КРИЖОВ;Віталій;Йосипович;male;2430749990;+380677048683;Field;21.12.1992
1300621938;a1234-j0074;a1234-d023;полковник;КАЧУР Богдан Даніельович;КАЧУР;Богдан;Даніельович;male;1300621938;+380637525958;Field;28.02.1975
2750550379;a1234-j0075;a1234-d023;капітан;БІЛАН Андріан Миколайович;БІЛАН;Андріан;Миколайович;male;2750550379;+380667934653;Field;10.11.1998
1311471196;a1234-j0076;a1234-d023;старший сержант;КАЛИТКА Костянтин Миколайович;КАЛИТКА;Костянтин;Миколайович;male;1311471196;+380503475554;Field;06.10.1994
1346940996;a1234-j0077;a1234-d024;майор;САКАЛО Вʼячеслав Наільович;САКАЛО;Вʼячеслав;Наільович;male;1346940996;+380503962274;Field;11.02.1986
1055119502;a1234-j0079;a1234-d024;старший солдат;ЛИХМАН Ганна Михайлівна;ЛИХМАН;Ганна;Михайлівна;female;1055119502;+380678659660;Trip;11.07.1977
1554765982;a1234-j0080;a1234-d025;майор;ПІСКЛОВ Кирило Олексндрович;ПІСКЛОВ;Кирило;Олексндрович;male;1554765982;+380666407103;Field;11.10.1994
1223288114;a1234-j0081;a1234-d025;лейтенант;СЕРГІЄНКО Інокентій Валентинович;СЕРГІЄНКО;Інокентій;Валентинович;male;1223288114;+380665406561;Field;25.11.1985
2483367803;a1234-j0082;a1234-d025;молодший сержант;КАРНАУХ Андріан Рафік;КАРНАУХ;Андріан;Рафік;male;2483367803;+380505734070;Field;13.12.1978
2724367961;a1234-j0083;a1234-d025;молодший сержант;ШИПАЧОВ Андрій Володимирович;ШИПАЧОВ;Андрій;Володимирович;male;2724367961;+380661045656;Field;28.07.1976
2916149175;a1234-j0084;a1234-d025;солдат;МАЙЧУК Вадим Фарідович;МАЙЧУК;Вадим;Фарідович;male;2916149175;+380667906112;Field;11.09.1987
1403184980;a1234-j0084;a1234-d025;солдат;ЄВТУШЕНКО Валерія Петросівна;ЄВТУШЕНКО;Валерія;Петросівна;female;1403184980;+380666109043;Field;16.09.1982
1974876857;a1234-j0086;a1234-d026;майстер-сержант;ГОНЧАР Денис Вячеславович;ГОНЧАР;Денис;Вячеславович;male;1974876857;+380677727239;Field;31.05.1999
1572159542;a1234-j0087;a1234-d026;старший солдат;ШЕВЧУК Роксолана Євгеніївна;ШЕВЧУК;Роксолана;Євгеніївна;female;1572159542;+380678446545;Hospital;25.01.1989
2316517229;a1234-j0089;a1234-d027;старший солдат;БОДНАР Омелян Антатолійович;БОДНАР;Омелян;Антатолійович;male;2316517229;+380634622125;Field;09.06.1992
2886335233;a1234-j0090;a1234-d027;солдат;ФРОЛЯК Ігнат Гочайович;ФРОЛЯК;Ігнат;Гочайович;male;2886335233;+380674553137;Field;20.08.1995
1438262169;a1234-j0090;a1234-d027;солдат;АХАТОВ Забар Єгорович;АХАТОВ;Забар;Єгорович;male;1438262169;+380509273322;Vocation;30.01.1983
1806425617;a1234-j0093;a1234-d027;солдат;ГІЛЮК Степан Йосифович;ГІЛЮК;Степан;Йосифович;male;1806425617;+380638196734;Field;05.03.1980
1492777037;a1234-j0094;a1234-d028;підполковник;ПОЗДНЯКОВ Енвер Володимирвич;ПОЗДНЯКОВ;Енвер;Володимирвич;male;1492777037;+380638429531;Field;29.08.1987
2992761226;a1234-j0096;a1234-d028;лейтенант;МАКАЙДА Євген Антолійович;МАКАЙДА;Євген;Антолійович;male;2992761226;+380678596579;Field;06.08.1997
2428949627;a1234-j0097;a1234-d028;капітан;ТРУНОВ Леонід Вадимович;ТРУНОВ;Леонід;Вадимович;male;2428949627;+380679090670;Field;21.06.1991
1049061692;a1234-j0098;a1234-d028;штаб-сержант;СОБЧУК Володимир Григорійович;СОБЧУК;Володимир;Григорійович;male;1049061692;+380666634677;Field;25.08.1977
1058374132;a1234-j0099;a1234-d028;сержант;СМІРНОВА Інна Михайлівна;СМІРНОВА;Інна;Михайлівна;female;1058374132;+380672166825;Field;01.03.1992
2468781264;a1234-j0100;a1234-d029;старший лейтенант;ТОРГОНСЬКИЙ Володимир Арсенійович;ТОРГОНСЬКИЙ;Володимир;Арсенійович;male;2468781264;+380636093551;Field;04.01.1989
1611136634;a1234-j0102;a1234-d030;старший лейтенант медичної служби;ГОЛЯГІН Вячеслав Зайірович;ГОЛЯГІН;Вячеслав;Зайірович;male;1611136634;+380504191684;Field;02.10.1983
2412990726;a1234-j0103;a1234-d030;лейтенант;ГУДА Генадій Сергійович;ГУДА;Генадій;Сергійович;male;2412990726;+380508191014;Field;29.04.1988
2346282008;a1234-j0104;a1234-d031;майор;БОДНАР Дмитро Іларіонович;БОДНАР;Дмитро;Іларіонович;male;2346282008;+380506658785;Field;01.03.1997
1906620854;a1234-j0105;a1234-d031;лейтенант;ОГНЄВ Аркадій Єгорович;ОГНЄВ;Аркадій;Єгорович;male;1906620854;+380666299597;Field;13.06.1995
1078122718;a1234-j0107;a1234-d031;солдат;БАБЕНКО Аліна Євгеніївна;БАБЕНКО;Аліна;Євгеніївна;female;1078122718;+380635324806;Field;08.12.1991
2023173425;a1234-j0108;a1234-d031;старший солдат;ХУДЕНЬОВА Олеся Вадимівна;ХУДЕНЬОВА;Олеся;Вадимівна;female;2023173425;+380634892438;Field;08.01.1982
2211790593;a1234-j0109;a1234-d031;солдат;БУЛАВА Сніжана Михайлівна;БУЛАВА;Сніжана;Михайлівна;female;2211790593;+380508539842;Field;13.03.1978
2326112628;a1234-j0109;a1234-d031;старший солдат;КОСИЧКІНА Леся Олександрівна;КОСИЧКІНА;Леся;Олександрівна;female;2326112628;+380639089989;Field;02.02.1982
1119559806;a1234-j0109;a1234-d031;старший солдат;ТИХОНОВ Сорін Айигович;ТИХОНОВ;Сорін;Айигович;male;1119559806;+380639672382;Field;01.01.1990
2609022160;a1234-j0109;a1234-d031;працівник ЗСУ;КОРОБКА Кристина В’ячеславівна;КОРОБКА;Кристина;В’ячеславівна;female;2609022160;+380508992343;Field;23.03.1993
1162495743;a1234-j0109;a1234-d031;працівник ЗСУ;КОРОБКА Дарʼя Віталіївна;КОРОБКА;Дарʼя;Віталіївна;female;1162495743;+380635589201;Field;27.09.1984
1116617049;a1234-j0109;a1234-d031;працівник ЗСУ;ШАМРАЙ Галина Олексіївна;ШАМРАЙ;Галина;Олексіївна;female;1116617049;+380672447089;Field;02.01.1985
1428609398;a1234-j0109;a1234-d031;працівник ЗСУ;БУТЕНКО Ганна Миколаївна;БУТЕНКО;Ганна;Миколаївна;female;1428609398;+380679252513;Field;11.11.1991
1527799353;a1234-j0109;a1234-d031;працівник ЗСУ;ЧЕРНЕНКО Маргарита Вікторівна;ЧЕРНЕНКО;Маргарита;Вікторівна;female;1527799353;+380503091820;Field;11.11.1993
1724332424;a1234-j0117;a1234-d032;підполковник;ЩЕРБАТЮК Мирослав Єгорович;ЩЕРБАТЮК;Мирослав;Єгорович;male;1724332424;+380637102476;Field;24.11.1994
2428599027;a1234-j0118;a1234-d033;майор;ЗАССЄЄВ Микола Шефкетович;ЗАССЄЄВ;Микола;Шефкетович;male;2428599027;+380664620062;Field;06.07.1988
1748368347;a1234-j0120;a1234-d033;старший лейтенант;МАНЬКОВСЬКИЙ Данил Віктрович;МАНЬКОВСЬКИЙ;Данил;Віктрович;male;1748368347;+380676426533;Field;27.12.1979
2498384716;a1234-j0122;a1234-d033;молодший сержант;ДІГАНШИНА Наталія Борисівна;ДІГАНШИНА;Наталія;Борисівна;female;2498384716;+380661796066;Field;02.08.1995
1934415515;a1234-j0123;a1234-d034;майор;СОРОЧИНСЬКИЙ Вʼячеслав Юрійович;СОРОЧИНСЬКИЙ;Вʼячеслав;Юрійович;male;1934415515;+380636473613;Field;25.06.1982
1268099850;a1234-j0124;a1234-d034;майор;ВОЙТЕНКО Шахін Мирославович;ВОЙТЕНКО;Шахін;Мирославович;male;1268099850;+380673449957;Field;15.07.1993
2534063509;a1234-j0125;a1234-d035;капітан;ЯСТРЕМСЬКИЙ Остап Дмитрович;ЯСТРЕМСЬКИЙ;Остап;Дмитрович;male;2534063509;+380504551459;Field;12.01.1987
2800081098;a1234-j0126;a1234-d035;капітан;ПЧОЛКІН Фірад Айигович;ПЧОЛКІН;Фірад;Айигович;male;2800081098;+380509299159;Field;04.12.1988
2123927158;a1234-j0128;a1234-d035;старший солдат;КОЗЕНКО Лариса Петрівна;КОЗЕНКО;Лариса;Петрівна;female;2123927158;+380672051152;Vocation;13.10.1995
1427614322;a1234-j0129;a1234-d036;капітан;АДАЖІЙ Роман Йосифович;АДАЖІЙ;Роман;Йосифович;male;1427614322;+380661756183;Field;18.04.1995
2388161911;a1234-j0131;a1234-d036;старший солдат;МОТОВИЛОВЕЦЬ Ольга Олексіївна;МОТОВИЛОВЕЦЬ;Ольга;Олексіївна;female;2388161911;+380637538312;Field;04.04.1995
1949758513;a1234-j0132;a1234-d036;старший солдат;КОЗЕНКО Олена Олександрівна;КОЗЕНКО;Олена;Олександрівна;female;1949758513;+380507850208;Field;10.10.1995
2350482389;a1234-j0134;a1234-d037;молодший лейтенант;ПЕТРИК Ілля Аббуль;ПЕТРИК;Ілля;Аббуль;male;2350482389;+380676338005;Hospital;17.06.1976
2011724498;a1234-j0136;a1234-d038;підполковник;СЕМЧУК Андріан Гурамович;СЕМЧУК;Андріан;Гурамович;male;2011724498;+380634327567;Field;29.01.1994
1650791490;a1234-j0137;a1234-d038;старший лейтенант;КОЛДИШЕВ Веніамін Родіонович;КОЛДИШЕВ;Веніамін;Родіонович;male;1650791490;+380677375845;Field;09.11.1986
2982124497;a1234-j0137;a1234-d038;капітан;БОБЕР Семен Георгійович;БОБЕР;Семен;Георгійович;male;2982124497;+380634627713;Field;24.11.1976
1847070067;a1234-j0140;a1234-d039;майор;ЛЄВШИН Василь Айигович;ЛЄВШИН;Василь;Айигович;male;1847070067;+380509386842;Field;24.12.1992
1884673335;a1234-j0141;a1234-d040;майор;ГУСЕВСЬКИЙ Денис Горхмазович;ГУСЕВСЬКИЙ;Денис;Горхмазович;male;1884673335;+380674256149;Field;17.08.1999
2729948399;a1234-j0142;a1234-d040;лейтенант;КУКУРУДЗА Денис Георгійович;КУКУРУДЗА;Денис;Георгійович;male;2729948399;+380632984887;Field;21.10.1999
2571160282;a1234-j0144;a1234-d041;майор;СИЧОВ Салават Вілінович;СИЧОВ;Салават;Вілінович;male;2571160282;+380638382191;Field;24.05.1982
1710289925;a1234-j0148;a1234-d043;майор;ПАТЕНКО Вячеслав Резович;ПАТЕНКО;Вячеслав;Резович;male;1710289925;+380673751578;Field;09.02.1993
2483966643;a1234-j0149;a1234-d043;майор;ПІДЛИПІЙ Євгеній Віктрович;ПІДЛИПІЙ;Євгеній;Віктрович;male;2483966643;+380634928830;Field;10.02.1999
1593855161;a1234-j0150;a1234-d044;старший лейтенант;ЛИПСЬКИЙ Елшан Радувич;ЛИПСЬКИЙ;Елшан;Радувич;male;1593855161;+380501081264;Field;02.04.1988
1161079995;a1234-j0152;a1234-d044;солдат;РИСЬЄВ Олесь Гінязович;РИСЬЄВ;Олесь;Гінязович;male;1161079995;+380675203069;Field;13.10.1982
2423000893;a1234-j0152;a1234-d044;старший солдат;ЧЕЛОВЯН Дарʼя Петрівна;ЧЕЛОВЯН;Дарʼя;Петрівна;female;2423000893;+380633867540;Field;23.07.1989
2578480254;a1234-j0155;a1234-d045;старший лейтенант;ШАМРАЙ Оксана Георгіївна;ШАМРАЙ;Оксана;Георгіївна;female;2578480254;+380504266524;Field;26.12.1990
1694573073;a1234-j0156;a1234-d045;старший солдат;ГОРОДЧАНІНА Надія В’ячеславівна;ГОРОДЧАНІНА;Надія;В’ячеславівна;female;1694573073;+380635009278;Field;08.08.1983
1182358364;a1234-j0157;a1234-d046;старший лейтенант;РЕВКЕВИЧ Кирило Амангельдийович;РЕВКЕВИЧ;Кирило;Амангельдийович;male;1182358364;+380667319681;Trip;17.03.1977
1111905964;a1234-j0158;a1234-d046;молодший лейтенант;ЛАПЕНКО Тимур Артурович;ЛАПЕНКО;Тимур;Артурович;male;1111905964;+380664323001;Field;02.01.1975
1423962514;a1234-j0159;a1234-d046;старший солдат;ПЕТРИНА Марина Валентинівна;ПЕТРИНА;Марина;Валентинівна;female;1423962514;+380635596696;Field;27.04.1988
1774438057;a1234-j0161;a1234-d047;майор;ЯРОЩУК Валерій Юсуфович;ЯРОЩУК;Валерій;Юсуфович;male;1774438057;+380638947379;Field;27.02.1996
2094860378;a1234-j0162;a1234-d047;старший сержант;СТРИЖЕУС Кузьма Данеїлович;СТРИЖЕУС;Кузьма;Данеїлович;male;2094860378;+380631244239;Field;07.06.1992
1697494992;a1234-j0164;a1234-d049;майор;МЄЗЄНЦЕВ Руслан Манолійович;МЄЗЄНЦЕВ;Руслан;Манолійович;male;1697494992;+380504341757;Vocation;05.04.1977
1310237975;a1234-j0165;a1234-d049;капітан;КОСОЛАПОВ Остап Еркинович;КОСОЛАПОВ;Остап;Еркинович;male;1310237975;+380674216519;Field;21.10.1994
1226597234;a1234-j0166;a1234-d049;капітан;БУРТНИК Яків Наільович;БУРТНИК;Яків;Наільович;male;1226597234;+380635878631;Field;24.03.1994
2146213568;a1234-j0168;a1234-d049;головний сержант;ШАПКО Федор Георгійович;ШАПКО;Федор;Георгійович;male;2146213568;+380661523091;Field;10.11.1996
2685372564;a1234-j0169;a1234-d050;капітан;ВИНОКУРОВ Назар Шефкетович;ВИНОКУРОВ;Назар;Шефкетович;male;2685372564;+380665220652;Field;19.03.1990
1884200870;a1234-j0170;a1234-d051;старший лейтенант;ВАХІТОВ Владислав Аббуль;ВАХІТОВ;Владислав;Аббуль;male;1884200870;+380674788239;Vocation;31.01.1988
1305097714;a1234-j0171;a1234-d051;солдат;ГУРТОВЕНКО Дамір Махмутович;ГУРТОВЕНКО;Дамір;Махмутович;male;1305097714;+380677196936;Field;23.02.1981
2704388674;a1234-j0175;a1234-d053;капітан;КРИШТАНОВИЧ Веніамін Тимофійович;КРИШТАНОВИЧ;Веніамін;Тимофійович;male;2704388674;+380502194482;Field;26.03.1992
2309606389;a1234-j0176;a1234-d053;солдат;НАПРЕЄНКО Владислав Денисович;НАПРЕЄНКО;Владислав;Денисович;male;2309606389;+380672906332;Field;14.01.1976
1291017668;a1234-j0177;a1234-d054;капітан;ПАСКАЛЬ Микола Ігоревич;ПАСКАЛЬ;Микола;Ігоревич;male;1291017668;+380668891230;Field;04.11.1975
2807867487;a1234-j0178;a1234-d054;лейтенант;СПЕКТОРУК Данило Аббуль;СПЕКТОРУК;Данило;Аббуль;male;2807867487;+380671997518;Vocation;24.03.1993
2867035701;a1234-j0180;a1234-d055;лейтенант;КУРУСЬ Костянтин Янович;КУРУСЬ;Костянтин;Янович;male;2867035701;+380674020268;Field;02.06.1980
1527787694;a1234-j0183;a1234-d056;штаб-сержант;СКРИПКІН Дорін Ількович;СКРИПКІН;Дорін;Ількович;male;1527787694;+380677362479;Field;31.03.1982
2219644680;a1234-j0185;a1234-d057;молодший лейтенант;ЦВИК Єгор Леонідович;ЦВИК;Єгор;Леонідович;male;2219644680;+380669310847;Field;15.05.1975
1795696142;a1234-j0186;a1234-d057;сержант;САРАБ Валентин Мирославович;САРАБ;Валентин;Мирославович;male;1795696142;+380671586009;Field;01.03.1985
2301890218;a1234-j0188;a1234-d058;солдат;ЗАДЕРЯКА Костянтин Сергійович;ЗАДЕРЯКА;Костянтин;Сергійович;male;2301890218;+380505364526;Vocation;23.07.1989
1248024433;a1234-j0190;a1234-d059;лейтенант;ТЕРЕХОВ Яків Костянтинович;ТЕРЕХОВ;Яків;Костянтинович;male;1248024433;+380664474506;Field;21.12.1977
1179642645;a1234-j0191;a1234-d059;лейтенант;ПЛАХОТКО Олег Абдулфат огли;ПЛАХОТКО;Олег;Абдулфат огли;male;1179642645;+380676936117;Field;04.12.1978
1258135942;a1234-j0192;a1234-d059;молодший сержант;МАНЗЕВИТИЙ Салават Азерович;МАНЗЕВИТИЙ;Салават;Азерович;male;1258135942;+380679481372;Field;13.05.1995
2231657650;a1234-j0194;a1234-d059;старший сержант;САВОСЕНКО Геннадій Онуфрійович;САВОСЕНКО;Геннадій;Онуфрійович;male;2231657650;+380677467852;Field;19.03.1997
2013996367;a1234-j0196;a1234-d059;старший солдат;МІНЧИН Тимур Тарасович;МІНЧИН;Тимур;Тарасович;male;2013996367;+380664784022;Field;28.03.1993
1488147642;a1234-j0198;a1234-d059;солдат;ХАБАРОВ Забар Йосипович;ХАБАРОВ;Забар;Йосипович;male;1488147642;+380661113398;Field;11.06.1990
1697424715;a1234-j0200;a1234-d060;старший солдат;ЛЕБІДЬ Умар Мірчевич;ЛЕБІДЬ;Умар;Мірчевич;male;1697424715;+380677062352;Field;12.06.1979
2174902277;a1234-j0201;a1234-d060;солдат;ГЕЛЕР Кузьма Тихонович;ГЕЛЕР;Кузьма;Тихонович;male;2174902277;+380662387676;Field;15.08.1976
2260610169;a1234-j0202;a1234-d061;солдат;ПІСКУН Мурат Геннадійович;ПІСКУН;Мурат;Геннадійович;male;2260610169;+380671616341;Field;12.03.1984
2363873274;a1234-j0203;a1234-d061;старший солдат;САВЕНКО Марк Олексійович;САВЕНКО;Марк;Олексійович;male;2363873274;+380505585852;Field;09.10.1993
1440844856;a1234-j0204;a1234-d061;старший солдат;ТАРАНЕНКО Прокоп Сергійович;ТАРАНЕНКО;Прокоп;Сергійович;male;1440844856;+380502700464;Hospital;18.11.1975
1940637100;a1234-j0205;a1234-d061;солдат;ЛИСЕНКО Денис Родіонович;ЛИСЕНКО;Денис;Родіонович;male;1940637100;+380634223481;Field;23.01.1983
1396233449;a1234-j0206;a1234-d061;солдат;ШВАНЬКОВСЬКИЙ Ігнат Ількович;ШВАНЬКОВСЬКИЙ;Ігнат;Ількович;male;1396233449;+380662489534;Field;20.04.1991
1376360536;a1234-j0207;a1234-d061;солдат;ШМОРГУН Ігнат Джемалович;ШМОРГУН;Ігнат;Джемалович;male;1376360536;+380636781245;Field;01.08.1992
